id,0
31471,137170.56681096717
31472,121688.89677324517
31473,85294.37298861232
31474,58690.44488641309
31475,108218.47148441272
31476,64464.92296605925
31477,94286.73451321744
31478,92247.98110730448
31479,75636.3687761846
31480,140686.57861545586
31481,108107.4225075209
31482,57375.69359244482
31483,137170.56681096717
31484,57375.69359244482
31485,108274.00461771029
31486,57375.69359244482
31487,122041.45317233996
31488,588418.2329316257
31489,94286.73451321744
31490,57375.69359244482
31491,140934.28339204856
31492,140016.82487237133
31493,108315.72281727014
31494,122012.06193178982
31495,124408.63348844415
31496,294760.01467378886
31497,196861.90117346356
31498,85478.5076062201
31499,59764.10465603251
31500,118163.52169108592
31501,158579.75249648478
31502,88064.23231894427
31503,58839.346717370376
31504,108397.74186380836
31505,122877.59778936187
31506,259140.34048574866
31507,270348.2948048752
31508,64464.92296605925
31509,383230.22701727983
31510,189410.9804894362
31511,140016.82487237133
31512,65922.62780536352
31513,58924.03556349675
31514,57375.69359244482
31515,85898.93472662562
31516,107711.18679796024
31517,140016.82487237133
31518,220585.59583472248
31519,198889.09498615895
31520,108274.00461771029
31521,88862.47136424932
31522,159073.14512918267
31523,124374.92596276003
31524,64464.92296605925
31525,124233.90321649752
31526,86957.32084657457
31527,64464.92296605925
31528,64464.92296605925
31529,140016.82487237133
31530,85401.23516110185
31531,57375.69359244482
31532,108315.72281727014
31533,89678.6047246477
31534,89614.57327971149
31535,85478.5076062201
31536,93580.00273933254
31537,121787.92423679245
31538,188994.32681641876
31539,189942.25417660587
31540,175255.89404285364
31541,140016.82487237133
31542,121755.90592670509
31543,85898.93472662562
31544,84555.4739149605
31545,58241.32647830655
31546,64464.92296605925
31547,108315.72281727014
31548,88567.3625485729
31549,63770.00505953339
31550,57375.69359244482
31551,64464.92296605925
31552,85436.74738974696
31553,139049.60681998954
31554,122717.40588473144
31555,89614.57327971149
31556,57520.56114888947
31557,64513.44530588491
31558,64513.44530588491
31559,59014.25552805532
31560,108315.72281727014
31561,267491.9269190816
31562,57491.48001068455
31563,156244.71521655805
31564,64464.92296605925
31565,108218.47148441272
31566,140016.82487237133
31567,111606.23528661772
31568,85951.00965765557
31569,63884.41047472644
31570,64464.92296605925
31571,108881.64912811137
31572,93375.39717244565
31573,107563.95182688811
31574,143413.85293202396
31575,64464.92296605925
31576,156883.12655768462
31577,122967.96075200336
31578,116143.47375105
31579,122012.06193178982
31580,238359.83771429586
31581,186567.7723589755
31582,71159.98708470757
31583,175815.48089211338
31584,85478.5076062201
31585,213037.85295364988
31586,85401.23516110185
31587,86057.24144546867
31588,85401.23516110185
31589,108397.74186380836
31590,140016.82487237133
31591,89555.61903659723
31592,85356.32278524587
31593,89555.61903659723
31594,116143.47375105
31595,284381.17901969556
31596,140016.82487237133
31597,89727.43083885935
31598,107177.96885572423
31599,59471.859875747716
31600,109353.06668409318
31601,159357.63543387514
31602,89555.61903659723
31603,239514.49463365597
31604,108218.47148441272
31605,158579.75249648478
31606,85478.5076062201
31607,115694.17025985912
31608,123515.52641773321
31609,110613.2952962854
31610,57375.69359244482
31611,66699.2207347726
31612,89156.36969772568
31613,64513.44530588491
31614,64650.74570829787
31615,158440.109405802
31616,107591.45180354963
31617,89727.43083885935
31618,85478.5076062201
31619,140995.76220981363
31620,163296.61469854446
31621,94608.50249082349
31622,106442.68688117995
31623,89156.36969772568
31624,107563.95182688811
31625,85478.5076062201
31626,108315.72281727014
31627,94100.24287019004
31628,89614.57327971149
31629,89156.36969772568
31630,192992.39546507597
31631,108853.58947987955
31632,89555.61903659723
31633,107563.95182688811
31634,64699.26804812354
31635,140016.82487237133
31636,66619.76666254217
31637,140016.82487237133
31638,110219.8617480377
31639,85478.5076062201
31640,57375.69359244482
31641,219670.77192495135
31642,108424.26838377997
31643,72906.91278794456
31644,158784.45095448883
31645,57518.92144001192
31646,140934.28339204856
31647,87958.3975858073
31648,66699.2207347726
31649,71208.50942453321
31650,58124.44505724211
31651,57375.69359244482
31652,89614.57327971149
31653,121688.89677324517
31654,66362.27743288566
31655,190294.75335833838
31656,85478.5076062201
31657,121755.90592670509
31658,127868.68275219832
