"“s“¹•{Œ§–¼","Žs‹æ’¬‘º–¼","‘åŽšE’š–Ú–¼","¬ŽšE’ÊÌ–¼","ŠX‹æ•„†E’n”Ô","À•WŒn”Ô†","‚wÀ•W","‚xÀ•W","ˆÜ“x","Œo“x","Z‹•\Ž¦ƒtƒ‰ƒO","‘ã•\ƒtƒ‰ƒO","XV‘O—š—ðƒtƒ‰ƒO","XVŒã—š—ðƒtƒ‰ƒO"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","30","9","-23200.4","-12592.1","35.790805","139.694028","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","25","9","-23148.8","-12585.0","35.791270","139.694106","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","9","9","-23685.6","-12589.1","35.786432","139.694069","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","26","9","-23096.3","-12594.5","35.791743","139.694000","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","28","9","-23352.5","-12575.3","35.789434","139.694216","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","26","9","-23030.1","-12586.2","35.792340","139.694091","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","31","9","-22961.0","-12596.7","35.792963","139.693974","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","26","9","-22978.9","-12544.3","35.792802","139.694553","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","4","9","-23970.3","-12468.4","35.783867","139.695409","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","26","9","-22925.0","-12532.7","35.793288","139.694681","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","30","9","-22815.3","-12545.0","35.794277","139.694543","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","29","9","-22876.4","-12521.4","35.793726","139.694805","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","27","9","-23029.0","-12531.1","35.792351","139.694700","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","8","9","-23765.2","-12509.5","35.785715","139.694951","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","18","9","-22744.8","-12469.1","35.794913","139.695382","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","7","9","-23650.1","-12530.3","35.786752","139.694719","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","16","9","-23295.1","-12504.1","35.789952","139.695003","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","19","9","-23543.3","-12491.4","35.787715","139.695148","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","15","9","-23244.4","-12471.7","35.790410","139.695361","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","15","9","-23216.2","-12475.6","35.790664","139.695317","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","24","9","-23171.6","-12501.1","35.791066","139.695034","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","17","9","-23367.3","-12476.1","35.789302","139.695314","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","18","9","-23432.5","-12479.3","35.788714","139.695280","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","24","9","-23105.3","-12472.8","35.791664","139.695346","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","7","9","-23643.9","-12483.6","35.786809","139.695235","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","23","9","-23036.8","-12455.2","35.792281","139.695540","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","19","9","-22796.2","-12447.7","35.794450","139.695619","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","22","9","-22972.3","-12444.7","35.792863","139.695655","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","21","9","-22912.7","-12439.6","35.793400","139.695711","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","20","9","-22850.9","-12431.4","35.793957","139.695801","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","5","9","-23791.4","-12409.6","35.785480","139.696056","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","16","9","-23299.9","-12434.1","35.789910","139.695778","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","24","9","-23180.7","-12440.0","35.790984","139.695711","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","24","9","-23138.4","-12436.8","35.791366","139.695745","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","6","9","-23632.5","-12401.1","35.786913","139.696148","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","10","9","-23538.6","-12395.7","35.787759","139.696206","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","11","9","-23449.8","-12376.3","35.788560","139.696419","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","12","9","-23382.2","-12360.4","35.789169","139.696594","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","13","9","-23144.5","-12382.1","35.791311","139.696350","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","14","9","-23234.7","-12340.8","35.790499","139.696809","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","14","9","-23013.3","-12372.1","35.792494","139.696459","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","14","9","-23262.9","-12340.4","35.790245","139.696814","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","13","9","-23311.7","-12346.9","35.789805","139.696742","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","17","9","-22774.5","-12355.3","35.794647","139.696641","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","16","9","-22914.8","-12338.5","35.793382","139.696829","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","16","9","-22851.4","-12343.1","35.793954","139.696777","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","12","9","-23152.3","-12302.4","35.791242","139.697232","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","1","9","-23635.8","-12282.8","35.786884","139.697457","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","9","9","-23549.9","-12295.5","35.787658","139.697315","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","2","9","-23828.6","-12270.9","35.785147","139.697591","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","15","9","-23020.8","-12304.4","35.792427","139.697208","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","6","9","-23464.0","-12289.6","35.788433","139.697379","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","3","9","-22794.3","-12277.0","35.794469","139.697508","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","2","9","-23759.9","-12267.8","35.785766","139.697624","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","5","9","-23392.2","-12273.3","35.789080","139.697558","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","4","9","-22864.6","-12254.8","35.793836","139.697754","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","2","9","-23323.0","-12260.4","35.789704","139.697700","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","3","9","-24000.4","-12275.5","35.783598","139.697543","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","5","9","-22953.6","-12262.7","35.793034","139.697668","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","1","9","-23279.8","-12220.8","35.790094","139.698137","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","1","9","-23251.6","-12215.9","35.790348","139.698191","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","5","9","-22966.8","-12199.2","35.792915","139.698371","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","11","9","-23153.1","-12211.0","35.791236","139.698244","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","7","9","-23477.5","-12218.7","35.788312","139.698163","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","8","9","-23566.0","-12222.1","35.787514","139.698127","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","6","9","-23040.5","-12204.3","35.792251","139.698316","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŒÜ’š–Ú","","3","9","-23997.5","-12228.7","35.783625","139.698061","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","4","9","-23410.5","-12206.9","35.788916","139.698293","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","3","9","-23336.7","-12205.5","35.789581","139.698307","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","2","9","-22890.7","-12145.3","35.793602","139.698966","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","6","9","-24052.4","-12154.6","35.783131","139.698881","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽl’š–Ú","","3","9","-23365.6","-12186.0","35.789321","139.698523","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","11","9","-23683.1","-12134.7","35.786460","139.699096","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","11","9","-23638.5","-12170.2","35.786861","139.698702","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","7","9","-23942.5","-12164.4","35.784121","139.698771","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","8","9","-23839.5","-12170.5","35.785050","139.698702","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","10","9","-23768.0","-12149.2","35.785694","139.698936","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","19","9","-23571.2","-12142.9","35.787468","139.699003","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","20","9","-23489.9","-12132.8","35.788201","139.699114","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","10","9","-23186.1","-12132.2","35.790940","139.699116","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","34","9","-23410.2","-12116.2","35.788920","139.699296","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","34","9","-23323.2","-12133.6","35.789704","139.699102","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","35","9","-23290.6","-12135.3","35.789998","139.699083","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","35","9","-23269.3","-12093.1","35.790190","139.699550","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","10","9","-23108.4","-12121.0","35.791640","139.699238","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","7","9","-23007.4","-12106.5","35.792551","139.699397","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","34","9","-23356.8","-12117.6","35.789401","139.699280","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","5","9","-23938.9","-12068.8","35.784155","139.699829","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","10","9","-23775.6","-12108.1","35.785626","139.699391","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","35","9","-23298.4","-12074.5","35.789928","139.699756","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23805.8","-12070.5","35.785355","139.699808","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","9","9","-23167.8","-12046.4","35.791106","139.700065","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","18","9","-23573.3","-12033.2","35.787451","139.700217","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","13","9","-23638.7","-12032.2","35.786861","139.700229","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","34","9","-23336.4","-12066.6","35.789586","139.699844","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","21","9","-23512.6","-12024.1","35.787998","139.700317","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","9","9","-23761.6","-12069.4","35.785753","139.699819","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","12","9","-23702.1","-12030.6","35.786290","139.700248","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23831.2","-12050.2","35.785126","139.700033","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","21","9","-23470.3","-12051.3","35.788379","139.700015","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","1","9","-23012.9","-12019.5","35.792502","139.700360","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","21","9","-23435.9","-12004.6","35.788690","139.700531","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23854.0","-12035.3","35.784921","139.700198","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23790.4","-11947.9","35.785495","139.701164","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","33","9","-23357.4","-12009.7","35.789397","139.700473","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23876.4","-12017.4","35.784719","139.700396","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","9","9","-23206.8","-12027.7","35.790754","139.700272","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","32","9","-23283.4","-11961.7","35.790065","139.701004","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","13","9","-23222.4","-11953.3","35.790615","139.701096","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23926.8","-11982.6","35.784265","139.700782","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔ“ñ’š–Ú","","1","9","-23045.9","-11984.9","35.792205","139.700743","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23897.5","-11931.6","35.784530","139.701346","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","14","9","-23142.8","-11971.6","35.791332","139.700892","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","14","9","-23114.5","-11958.6","35.791587","139.701035","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","33","9","-23373.9","-11954.8","35.789249","139.701081","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","15","9","-23049.9","-11941.9","35.792170","139.701219","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","17","9","-23573.4","-11958.5","35.787451","139.701043","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","22","9","-23514.7","-11951.9","35.787980","139.701115","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","14","9","-23641.7","-11956.7","35.786835","139.701064","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","23","9","-23453.9","-11937.5","35.788528","139.701274","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","14","9","-23164.2","-11931.4","35.791139","139.701337","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23655.4","-11909.9","35.786712","139.701582","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","30","9","-23388.0","-11917.8","35.789122","139.701491","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","14","9","-23131.9","-11917.2","35.791431","139.701494","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","15","9","-23624.8","-11920.5","35.786988","139.701464","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","16","9","-23578.2","-11903.8","35.787408","139.701648","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","25","9","-23519.6","-11926.1","35.787936","139.701401","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23675.8","-11808.7","35.786530","139.702702","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","15","9","-23081.7","-11884.1","35.791884","139.701859","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","28","9","-23361.1","-11870.6","35.789365","139.702012","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","24","9","-23486.6","-11891.7","35.788234","139.701781","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","25","9","-23525.8","-11893.4","35.787881","139.701763","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","24","9","-23454.9","-11885.4","35.788520","139.701850","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","31","9","-23313.7","-11888.3","35.789792","139.701816","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","14","9","-23167.6","-11879.5","35.791109","139.701911","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","4","9","-23860.3","-11875.2","35.784866","139.701969","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","29","9","-23413.1","-11868.9","35.788897","139.702032","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","12","9","-23241.3","-11857.6","35.790445","139.702154","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23795.1","-11835.4","35.785454","139.702408","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","26","9","-23511.6","-11825.1","35.788009","139.702518","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","11","9","-23197.1","-11831.5","35.790844","139.702442","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","28","9","-23349.2","-11837.8","35.789473","139.702375","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23746.3","-11833.5","35.785894","139.702428","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","27","9","-23434.9","-11824.7","35.788701","139.702521","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","8","9","-23286.5","-11805.3","35.790039","139.702734","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23718.5","-11811.1","35.786145","139.702676","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","5","9","-23165.8","-11771.2","35.791127","139.703109","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23788.2","-11794.3","35.785517","139.702863","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","27","9","-23424.9","-11769.3","35.788792","139.703134","1","0","0","0"
"“Œ‹ž“s","–k‹æ","Ô‰H–kŽO’š–Ú","","27","9","-24197.1","-11744.9","35.781832","139.703415","1","1","0","0"
"“Œ‹ž“s","–k‹æ","Ô‰H–kŽO’š–Ú","","26","9","-24328.0","-11724.1","35.780652","139.703647","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","9","9","-23240.1","-11779.1","35.790457","139.703023","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","27","9","-23449.0","-11800.0","35.788574","139.702795","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23576.2","-11746.2","35.787428","139.703392","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","8","9","-23331.1","-11797.6","35.789637","139.702820","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔˆê’š–Ú","","7","9","-23372.1","-11724.6","35.789268","139.703628","1","1","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","1","9","-23761.7","-11768.6","35.785756","139.703147","1","0","0","0"
"“Œ‹ž“s","–k‹æ","•‚ŠÔŽO’š–Ú","","27","9","-23470.9","-11767.5","35.788377","139.703155","1","0","0","0"
"“Œ‹ž“s","–k‹æ","Ô‰H–k“ñ’š–Ú","","20","9","-24015.3","-11753.6","35.783470","139.703316","1","1","0","0"
"“Œ‹ž“s","–k‹æ","Ô‰H–k“ñ’š–Ú","","19","9","-24084.6","-11727.4","35.782846","139.703607","1","1","0","0"
