0,1
千代田区一ツ橋,1440000.0
千代田区一番町,2800000.0
千代田区三番町,2995000.0
千代田区丸の内,30233333.333333332
千代田区九段北,3546666.6666666665
千代田区九段南,2060000.0
千代田区二番町,3195000.0
千代田区六番町,3945000.0
千代田区内幸町,13450000.0
千代田区内神田,3850000.0
千代田区外神田,4773333.333333333
千代田区大手町,23600000.0
千代田区富士見,1960000.0
千代田区岩本町,1503000.0
千代田区平河町,2640000.0
千代田区有楽町,12610000.0
千代田区東神田,805000.0
千代田区永田町,5205000.0
千代田区神田三崎町,2180000.0
千代田区神田佐久間町,1450000.0
千代田区神田司町,1525000.0
千代田区神田和泉町,1230000.0
千代田区神田富山町,2400000.0
千代田区神田小川町,5726666.666666667
千代田区神田岩本町,2970000.0
千代田区神田松永町,3500000.0
千代田区神田猿楽町,1540000.0
千代田区神田相生町,8710000.0
千代田区神田神保町,2216250.0
千代田区神田紺屋町,1820000.0
千代田区神田美倉町,2080000.0
千代田区神田錦町,3260000.0
千代田区神田須田町,3685000.0
千代田区神田駿河台,2685000.0
千代田区紀尾井町,2440000.0
千代田区西神田,4100000.0
千代田区鍛冶町,3760000.0
千代田区隼町,2970000.0
千代田区霞が関,10575000.0
千代田区飯田橋,3026666.6666666665
千代田区麹町,4130000.0
