0,1
渋谷区上原,1233333.3333333333
渋谷区代々木,2631111.111111111
渋谷区元代々木町,961000.0
渋谷区円山町,1415000.0
渋谷区初台,1446666.6666666667
渋谷区千駄ヶ谷,2295000.0
渋谷区南平台町,1660000.0
渋谷区大山町,1125000.0
渋谷区宇田川町,16966666.666666668
渋谷区富ヶ谷,1247500.0
渋谷区幡ヶ谷,1400000.0
渋谷区広尾,1436666.6666666667
渋谷区恵比寿,2500000.0
渋谷区恵比寿南,2200000.0
渋谷区恵比寿西,3066666.6666666665
渋谷区本町,677500.0
渋谷区東,1377666.6666666667
渋谷区松濤,1535000.0
渋谷区桜丘町,2150000.0
渋谷区渋谷,5746250.0
渋谷区猿楽町,1380000.0
渋谷区神南,7516666.666666667
渋谷区神宮前,8162222.222222222
渋谷区神山町,1240000.0
渋谷区神泉町,888000.0
渋谷区笹塚,855000.0
渋谷区西原,1175000.0
渋谷区道玄坂,12184000.0
